support,itemsets
0.023,"frozenset({'Pears, PROCESS= Unprocessed', 'Cooked pork ham'})"
0.04883333333333333,"frozenset({'Cooked pork ham', 'Plum tomato, PROCESS= Raw, no heat treatment'})"
0.06183333333333333,"frozenset({'Preserved tomato, whole or pieces, PACKFORMAT= Drawn can, PARTCON= W/o peel', 'Cooked pork ham'})"
0.032,"frozenset({'Seed oils, GEN= Unspecified', 'Cooked pork ham'})"
0.10966666666666666,"frozenset({'Cooked pork ham', 'Sucrose (common sugar)'})"
0.063,"frozenset({'Tap water', 'Cooked pork ham'})"
0.021666666666666667,"frozenset({'Vinegar, wine', 'Cooked pork ham'})"
0.04516666666666667,"frozenset({'Cooked pork ham', 'Wheat bread and rolls, semi-brown'})"
0.08333333333333333,"frozenset({'Cooked pork ham', 'Wheat bread and rolls, white (refined flour)'})"
0.06483333333333334,"frozenset({'Wheat flour white', 'Cooked pork ham'})"
0.04133333333333333,"frozenset({'Wine, red', 'Cooked pork ham'})"
0.03166666666666667,"frozenset({'Wine, white', 'Cooked pork ham'})"
0.025333333333333333,"frozenset({'Cooked pork ham', 'Yeast cultures, STATE= Tablets, RACSOURCE= Barley grains'})"
0.030166666666666668,"frozenset({'Cow milk, semi skimmed (half fat)', 'Courgettes, PROCESS= Raw, no heat treatment'})"
0.056666666666666664,"frozenset({'Courgettes, PROCESS= Raw, no heat treatment', 'Cow milk, whole'})"
0.022,"frozenset({'Cow, ox or bull fresh meat, PARTCON= Including visible fat, PROCESS= Raw, no heat treatment', 'Courgettes, PROCESS= Raw, no heat treatment'})"
0.073,"frozenset({'Dried durum pasta', 'Courgettes, PROCESS= Raw, no heat treatment'})"
0.06716666666666667,"frozenset({'Garlic, PROCESS= Raw, no heat treatment', 'Courgettes, PROCESS= Raw, no heat treatment'})"
0.033,"frozenset({'Globe tomato, PROCESS= Raw, no heat treatment', 'Courgettes, PROCESS= Raw, no heat treatment'})"
0.05333333333333334,"frozenset({'Courgettes, PROCESS= Raw, no heat treatment', 'Hen eggs, PROCESS= Raw, no heat treatment, PROCESS= Unprocessed'})"
0.021166666666666667,"frozenset({'Juice, lemon', 'Courgettes, PROCESS= Raw, no heat treatment'})"
0.035,"frozenset({'Courgettes, PROCESS= Raw, no heat treatment', 'Lettuces, PROCESS= Raw, no heat treatment'})"
0.05516666666666667,"frozenset({'Courgettes, PROCESS= Raw, no heat treatment', 'Main-crop potatoes, PROCESS= Unprocessed'})"
0.0295,"frozenset({'Mozzarella, RACSOURCE= Cow milk', 'Courgettes, PROCESS= Raw, no heat treatment'})"
0.07266666666666667,"frozenset({'Natural mineral water', 'Courgettes, PROCESS= Raw, no heat treatment'})"
0.11483333333333333,"frozenset({'Courgettes, PROCESS= Raw, no heat treatment', 'Olive oil, virgin or extra-virgin'})"
0.0775,"frozenset({'Onion bulbs for fresh consumption, PROCESS= Raw, no heat treatment', 'Courgettes, PROCESS= Raw, no heat treatment'})"
0.0535,"frozenset({'Parsley', 'Courgettes, PROCESS= Raw, no heat treatment'})"
0.0265,"frozenset({'Plum tomato, PROCESS= Raw, no heat treatment', 'Courgettes, PROCESS= Raw, no heat treatment'})"
0.051166666666666666,"frozenset({'Preserved tomato, whole or pieces, PACKFORMAT= Drawn can, PARTCON= W/o peel', 'Courgettes, PROCESS= Raw, no heat treatment'})"
0.027666666666666666,"frozenset({'Courgettes, PROCESS= Raw, no heat treatment', 'Rice grain, polished, PROCESS= Raw, no heat treatment, PROCESS= Unprocessed'})"
0.0815,"frozenset({'Courgettes, PROCESS= Raw, no heat treatment', 'Sucrose (common sugar)'})"
0.035,"frozenset({'Courgettes, PROCESS= Raw, no heat treatment', 'Swiss chards, PROCESS= Raw, no heat treatment'})"
0.050666666666666665,"frozenset({'Tap water', 'Courgettes, PROCESS= Raw, no heat treatment'})"
0.022166666666666668,"frozenset({'Vinegar, wine', 'Courgettes, PROCESS= Raw, no heat treatment'})"
0.03216666666666667,"frozenset({'Courgettes, PROCESS= Raw, no heat treatment', 'Wheat bread and rolls, semi-brown'})"
0.05333333333333334,"frozenset({'Courgettes, PROCESS= Raw, no heat treatment', 'Wheat bread and rolls, white (refined flour)'})"
0.049666666666666665,"frozenset({'Wheat flour white', 'Courgettes, PROCESS= Raw, no heat treatment'})"
0.03333333333333333,"frozenset({'Wine, red', 'Courgettes, PROCESS= Raw, no heat treatment'})"
0.027666666666666666,"frozenset({'Wine, white', 'Courgettes, PROCESS= Raw, no heat treatment'})"
0.05416666666666667,"frozenset({'Cow milk, semi skimmed (half fat)', 'Cow milk, whole'})"
0.05616666666666666,"frozenset({'Cow, ox or bull fresh meat, PARTCON= Including visible fat, PROCESS= Raw, no heat treatment', 'Cow milk, semi skimmed (half fat)'})"
0.023,"frozenset({'Croissant, PLACE= Food industry prepared', 'Cow milk, semi skimmed (half fat)'})"
0.021833333333333333,"frozenset({'Cow milk, semi skimmed (half fat)', 'Cucumbers, PROCESS= Raw, no heat treatment'})"
0.145,"frozenset({'Dried durum pasta', 'Cow milk, semi skimmed (half fat)'})"
0.030833333333333334,"frozenset({'Cow milk, semi skimmed (half fat)', 'Florence fennels, PROCESS= Raw, no heat treatment'})"
0.13116666666666665,"frozenset({'Garlic, PROCESS= Raw, no heat treatment', 'Cow milk, semi skimmed (half fat)'})"
0.067,"frozenset({'Globe tomato, PROCESS= Raw, no heat treatment', 'Cow milk, semi skimmed (half fat)'})"
0.043333333333333335,"frozenset({'Ham, pork', 'Cow milk, semi skimmed (half fat)'})"
0.1045,"frozenset({'Cow milk, semi skimmed (half fat)', 'Hen eggs, PROCESS= Raw, no heat treatment, PROCESS= Unprocessed'})"
0.020166666666666666,"frozenset({'Cow milk, semi skimmed (half fat)', 'Honey, GEN= Unspecified'})"
0.026333333333333334,"frozenset({'Cow milk, semi skimmed (half fat)', 'Jam of fruit / vegetables, GEN= Unspecified, RACSOURCE= Fruit used as fruit'})"
0.04833333333333333,"frozenset({'Juice, lemon', 'Cow milk, semi skimmed (half fat)'})"
0.020666666666666667,"frozenset({'Cow milk, semi skimmed (half fat)', 'Kiwi fruits (green, red, yellow), PROCESS= Unprocessed'})"
0.022166666666666668,"frozenset({'Lemons, PARTCON= With peel, PROCESS= Unprocessed', 'Cow milk, semi skimmed (half fat)'})"
0.09133333333333334,"frozenset({'Cow milk, semi skimmed (half fat)', 'Lettuces, PROCESS= Raw, no heat treatment'})"
0.08533333333333333,"frozenset({'Cow milk, semi skimmed (half fat)', 'Main-crop potatoes, PROCESS= Unprocessed'})"
0.020166666666666666,"frozenset({'Mandarins, PROCESS= Unprocessed', 'Cow milk, semi skimmed (half fat)'})"
0.05633333333333333,"frozenset({'Cow milk, semi skimmed (half fat)', 'Meat extract'})"
0.06516666666666666,"frozenset({'Mozzarella, RACSOURCE= Cow milk', 'Cow milk, semi skimmed (half fat)'})"
0.159,"frozenset({'Cow milk, semi skimmed (half fat)', 'Natural mineral water'})"
0.24116666666666667,"frozenset({'Cow milk, semi skimmed (half fat)', 'Olive oil, virgin or extra-virgin'})"
0.153,"frozenset({'Onion bulbs for fresh consumption, PROCESS= Raw, no heat treatment', 'Cow milk, semi skimmed (half fat)'})"
0.04583333333333333,"frozenset({'Cow milk, semi skimmed (half fat)', 'Oranges, PROCESS= Unprocessed'})"
0.111,"frozenset({'Cow milk, semi skimmed (half fat)', 'Parsley'})"
0.041,"frozenset({'Pears, PROCESS= Unprocessed', 'Cow milk, semi skimmed (half fat)'})"
0.075,"frozenset({'Cow milk, semi skimmed (half fat)', 'Plum tomato, PROCESS= Raw, no heat treatment'})"
0.09616666666666666,"frozenset({'Preserved tomato, whole or pieces, PACKFORMAT= Drawn can, PARTCON= W/o peel', 'Cow milk, semi skimmed (half fat)'})"
0.026,"frozenset({'Cow milk, semi skimmed (half fat)', 'Radicchio, PROCESS= Raw, no heat treatment'})"
0.03783333333333333,"frozenset({'Cow milk, semi skimmed (half fat)', 'Rice grain, polished, PROCESS= Raw, no heat treatment, PROCESS= Unprocessed'})"
0.03883333333333333,"frozenset({'Cow milk, semi skimmed (half fat)', 'Rusk, refined flour'})"
0.04066666666666666,"frozenset({'Seed oils, GEN= Unspecified', 'Cow milk, semi skimmed (half fat)'})"
0.020833333333333332,"frozenset({'Spinaches, PROCESS= Raw, no heat treatment', 'Cow milk, semi skimmed (half fat)'})"
0.183,"frozenset({'Cow milk, semi skimmed (half fat)', 'Sucrose (common sugar)'})"
0.035833333333333335,"frozenset({'Cow milk, semi skimmed (half fat)', 'Swiss chards, PROCESS= Raw, no heat treatment'})"
0.10866666666666666,"frozenset({'Tap water', 'Cow milk, semi skimmed (half fat)'})"
0.051666666666666666,"frozenset({'Vinegar, wine', 'Cow milk, semi skimmed (half fat)'})"
0.06916666666666667,"frozenset({'Cow milk, semi skimmed (half fat)', 'Wheat bread and rolls, semi-brown'})"
0.1125,"frozenset({'Cow milk, semi skimmed (half fat)', 'Wheat bread and rolls, white (refined flour)'})"
0.09633333333333334,"frozenset({'Wheat flour white', 'Cow milk, semi skimmed (half fat)'})"
0.0665,"frozenset({'Wine, red', 'Cow milk, semi skimmed (half fat)'})"
0.059,"frozenset({'Wine, white', 'Cow milk, semi skimmed (half fat)'})"
0.03716666666666667,"frozenset({'Cow milk, semi skimmed (half fat)', 'Yeast cultures, STATE= Tablets, RACSOURCE= Barley grains'})"
0.023833333333333335,"frozenset({'Cow milk, skimmed (low fat)', 'Olive oil, virgin or extra-virgin'})"
0.11416666666666667,"frozenset({'Cow, ox or bull fresh meat, PARTCON= Including visible fat, PROCESS= Raw, no heat treatment', 'Cow milk, whole'})"
0.0205,"frozenset({'Crackers and breadsticks, INGRED= Wheat flour white', 'Cow milk, whole'})"
0.0635,"frozenset({'Croissant, PLACE= Food industry prepared', 'Cow milk, whole'})"
0.034833333333333334,"frozenset({'Cucumbers, PROCESS= Raw, no heat treatment', 'Cow milk, whole'})"
0.24783333333333332,"frozenset({'Dried durum pasta', 'Cow milk, whole'})"
0.023666666666666666,"frozenset({'Firm/semi-hard cheese (gouda and edam type)', 'Cow milk, whole'})"
0.05733333333333333,"frozenset({'Florence fennels, PROCESS= Raw, no heat treatment', 'Cow milk, whole'})"
0.02266666666666667,"frozenset({'French beans (with pods), PROCESS= Raw, no heat treatment', 'Cow milk, whole'})"
0.03216666666666667,"frozenset({'Fruit nectars (min. 25-50% fruit as defined in EU legislation), INGRED= Sucrose (common sugar), GEN= Unspecified', 'Cow milk, whole'})"
0.0315,"frozenset({'Garden peas (without pods), PROCESS= Raw, no heat treatment', 'Cow milk, whole'})"
0.2445,"frozenset({'Garlic, PROCESS= Raw, no heat treatment', 'Cow milk, whole'})"
0.1225,"frozenset({'Globe tomato, PROCESS= Raw, no heat treatment', 'Cow milk, whole'})"
0.030166666666666668,"frozenset({'Grapefruits, PROCESS= Unprocessed', 'Cow milk, whole'})"
0.07033333333333333,"frozenset({'Ham, pork', 'Cow milk, whole'})"
0.04033333333333333,"frozenset({'Hen egg yolk, PROCESS= Raw, no heat treatment, PROCESS= Unprocessed', 'Cow milk, whole'})"
0.21366666666666667,"frozenset({'Cow milk, whole', 'Hen eggs, PROCESS= Raw, no heat treatment, PROCESS= Unprocessed'})"
0.027833333333333335,"frozenset({'Cow milk, whole', 'Honey, GEN= Unspecified'})"
0.04816666666666667,"frozenset({'Jam of fruit / vegetables, GEN= Unspecified, RACSOURCE= Fruit used as fruit', 'Cow milk, whole'})"
0.08033333333333334,"frozenset({'Juice, lemon', 'Cow milk, whole'})"
0.034166666666666665,"frozenset({'Cow milk, whole', 'Kiwi fruits (green, red, yellow), PROCESS= Unprocessed'})"
0.039,"frozenset({'Lemons, PARTCON= With peel, PROCESS= Unprocessed', 'Cow milk, whole'})"
0.137,"frozenset({'Cow milk, whole', 'Lettuces, PROCESS= Raw, no heat treatment'})"
0.152,"frozenset({'Main-crop potatoes, PROCESS= Unprocessed', 'Cow milk, whole'})"
0.03216666666666667,"frozenset({'Mandarins, PROCESS= Unprocessed', 'Cow milk, whole'})"
0.085,"frozenset({'Meat extract', 'Cow milk, whole'})"
0.028166666666666666,"frozenset({'Melons, PROCESS= Unprocessed', 'Cow milk, whole'})"
0.021166666666666667,"frozenset({'Milk chocolate', 'Cow milk, whole'})"
0.1265,"frozenset({'Mozzarella, RACSOURCE= Cow milk', 'Cow milk, whole'})"
0.283,"frozenset({'Natural mineral water', 'Cow milk, whole'})"
0.4246666666666667,"frozenset({'Cow milk, whole', 'Olive oil, virgin or extra-virgin'})"
0.2693333333333333,"frozenset({'Onion bulbs for fresh consumption, PROCESS= Raw, no heat treatment', 'Cow milk, whole'})"
0.05633333333333333,"frozenset({'Oranges, PROCESS= Unprocessed', 'Cow milk, whole'})"
0.19833333333333333,"frozenset({'Parsley', 'Cow milk, whole'})"
0.06616666666666667,"frozenset({'Pears, PROCESS= Unprocessed', 'Cow milk, whole'})"
0.1365,"frozenset({'Plum tomato, PROCESS= Raw, no heat treatment', 'Cow milk, whole'})"
0.17516666666666666,"frozenset({'Preserved tomato, whole or pieces, PACKFORMAT= Drawn can, PARTCON= W/o peel', 'Cow milk, whole'})"
0.026166666666666668,"frozenset({'Quinces, PROCESS= Unprocessed', 'Cow milk, whole'})"
0.046,"frozenset({'Radicchio, PROCESS= Raw, no heat treatment', 'Cow milk, whole'})"
0.06766666666666667,"frozenset({'Cow milk, whole', 'Rice grain, polished, PROCESS= Raw, no heat treatment, PROCESS= Unprocessed'})"
0.030166666666666668,"frozenset({'Ricotta, RACSOURCE= Cow milk, whole', 'Cow milk, whole'})"
0.05683333333333333,"frozenset({'Rusk, refined flour', 'Cow milk, whole'})"
0.07266666666666667,"frozenset({'Seed oils, GEN= Unspecified', 'Cow milk, whole'})"
0.0355,"frozenset({'Spinaches, PROCESS= Raw, no heat treatment', 'Cow milk, whole'})"
0.32166666666666666,"frozenset({'Sucrose (common sugar)', 'Cow milk, whole'})"
0.05333333333333334,"frozenset({'Swiss chards, PROCESS= Raw, no heat treatment', 'Cow milk, whole'})"
0.18333333333333332,"frozenset({'Tap water', 'Cow milk, whole'})"
0.035166666666666666,"frozenset({'Tea infusion (black, white), QUAL= Without added sugar', 'Cow milk, whole'})"
0.07116666666666667,"frozenset({'Vinegar, wine', 'Cow milk, whole'})"
0.12416666666666666,"frozenset({'Cow milk, whole', 'Wheat bread and rolls, semi-brown'})"
0.186,"frozenset({'Cow milk, whole', 'Wheat bread and rolls, white (refined flour)'})"
0.1975,"frozenset({'Wheat flour white', 'Cow milk, whole'})"
0.11883333333333333,"frozenset({'Wine, red', 'Cow milk, whole'})"
0.10366666666666667,"frozenset({'Wine, white', 'Cow milk, whole'})"
0.06116666666666667,"frozenset({'Yeast cultures, STATE= Tablets, RACSOURCE= Barley grains', 'Cow milk, whole'})"
0.027333333333333334,"frozenset({'Yoghurt, cow milk, flavoured, INGRED= Fruit used as fruit, QUAL= Full fat', 'Cow milk, whole'})"
0.026,"frozenset({'Cow, ox or bull fresh meat, PARTCON= Excluding visible fat, PROCESS= Raw, no heat treatment', 'Olive oil, virgin or extra-virgin'})"
0.03216666666666667,"frozenset({'Croissant, PLACE= Food industry prepared', 'Cow, ox or bull fresh meat, PARTCON= Including visible fat, PROCESS= Raw, no heat treatment'})"
0.13883333333333334,"frozenset({'Dried durum pasta', 'Cow, ox or bull fresh meat, PARTCON= Including visible fat, PROCESS= Raw, no heat treatment'})"
0.03133333333333333,"frozenset({'Cow, ox or bull fresh meat, PARTCON= Including visible fat, PROCESS= Raw, no heat treatment', 'Florence fennels, PROCESS= Raw, no heat treatment'})"
0.1095,"frozenset({'Garlic, PROCESS= Raw, no heat treatment', 'Cow, ox or bull fresh meat, PARTCON= Including visible fat, PROCESS= Raw, no heat treatment'})"
0.058333333333333334,"frozenset({'Globe tomato, PROCESS= Raw, no heat treatment', 'Cow, ox or bull fresh meat, PARTCON= Including visible fat, PROCESS= Raw, no heat treatment'})"
0.04033333333333333,"frozenset({'Ham, pork', 'Cow, ox or bull fresh meat, PARTCON= Including visible fat, PROCESS= Raw, no heat treatment'})"
0.12966666666666668,"frozenset({'Cow, ox or bull fresh meat, PARTCON= Including visible fat, PROCESS= Raw, no heat treatment', 'Hen eggs, PROCESS= Raw, no heat treatment, PROCESS= Unprocessed'})"
0.020833333333333332,"frozenset({'Italian-type salami', 'Cow, ox or bull fresh meat, PARTCON= Including visible fat, PROCESS= Raw, no heat treatment'})"
0.026,"frozenset({'Cow, ox or bull fresh meat, PARTCON= Including visible fat, PROCESS= Raw, no heat treatment', 'Jam of fruit / vegetables, GEN= Unspecified, RACSOURCE= Fruit used as fruit'})"
0.0345,"frozenset({'Juice, lemon', 'Cow, ox or bull fresh meat, PARTCON= Including visible fat, PROCESS= Raw, no heat treatment'})"
0.08416666666666667,"frozenset({'Cow, ox or bull fresh meat, PARTCON= Including visible fat, PROCESS= Raw, no heat treatment', 'Lettuces, PROCESS= Raw, no heat treatment'})"
0.0805,"frozenset({'Cow, ox or bull fresh meat, PARTCON= Including visible fat, PROCESS= Raw, no heat treatment', 'Main-crop potatoes, PROCESS= Unprocessed'})"
0.022166666666666668,"frozenset({'Mandarins, PROCESS= Unprocessed', 'Cow, ox or bull fresh meat, PARTCON= Including visible fat, PROCESS= Raw, no heat treatment'})"
0.0415,"frozenset({'Cow, ox or bull fresh meat, PARTCON= Including visible fat, PROCESS= Raw, no heat treatment', 'Meat extract'})"
0.06583333333333333,"frozenset({'Mozzarella, RACSOURCE= Cow milk', 'Cow, ox or bull fresh meat, PARTCON= Including visible fat, PROCESS= Raw, no heat treatment'})"
0.15816666666666668,"frozenset({'Cow, ox or bull fresh meat, PARTCON= Including visible fat, PROCESS= Raw, no heat treatment', 'Natural mineral water'})"
0.23066666666666666,"frozenset({'Cow, ox or bull fresh meat, PARTCON= Including visible fat, PROCESS= Raw, no heat treatment', 'Olive oil, virgin or extra-virgin'})"
0.1725,"frozenset({'Onion bulbs for fresh consumption, PROCESS= Raw, no heat treatment', 'Cow, ox or bull fresh meat, PARTCON= Including visible fat, PROCESS= Raw, no heat treatment'})"
0.035,"frozenset({'Cow, ox or bull fresh meat, PARTCON= Including visible fat, PROCESS= Raw, no heat treatment', 'Oranges, PROCESS= Unprocessed'})"
0.10866666666666666,"frozenset({'Cow, ox or bull fresh meat, PARTCON= Including visible fat, PROCESS= Raw, no heat treatment', 'Parsley'})"
0.03183333333333333,"frozenset({'Pears, PROCESS= Unprocessed', 'Cow, ox or bull fresh meat, PARTCON= Including visible fat, PROCESS= Raw, no heat treatment'})"
0.0915,"frozenset({'Cow, ox or bull fresh meat, PARTCON= Including visible fat, PROCESS= Raw, no heat treatment', 'Plum tomato, PROCESS= Raw, no heat treatment'})"
0.12,"frozenset({'Preserved tomato, whole or pieces, PACKFORMAT= Drawn can, PARTCON= W/o peel', 'Cow, ox or bull fresh meat, PARTCON= Including visible fat, PROCESS= Raw, no heat treatment'})"
0.02666666666666667,"frozenset({'Cow, ox or bull fresh meat, PARTCON= Including visible fat, PROCESS= Raw, no heat treatment', 'Radicchio, PROCESS= Raw, no heat treatment'})"
0.027333333333333334,"frozenset({'Cow, ox or bull fresh meat, PARTCON= Including visible fat, PROCESS= Raw, no heat treatment', 'Rice grain, polished, PROCESS= Raw, no heat treatment, PROCESS= Unprocessed'})"
0.0355,"frozenset({'Ricotta, RACSOURCE= Cow milk, whole', 'Cow, ox or bull fresh meat, PARTCON= Including visible fat, PROCESS= Raw, no heat treatment'})"
0.03133333333333333,"frozenset({'Cow, ox or bull fresh meat, PARTCON= Including visible fat, PROCESS= Raw, no heat treatment', 'Rusk, refined flour'})"
0.036333333333333336,"frozenset({'Seed oils, GEN= Unspecified', 'Cow, ox or bull fresh meat, PARTCON= Including visible fat, PROCESS= Raw, no heat treatment'})"
0.17283333333333334,"frozenset({'Cow, ox or bull fresh meat, PARTCON= Including visible fat, PROCESS= Raw, no heat treatment', 'Sucrose (common sugar)'})"
0.022,"frozenset({'Cow, ox or bull fresh meat, PARTCON= Including visible fat, PROCESS= Raw, no heat treatment', 'Swiss chards, PROCESS= Raw, no heat treatment'})"
0.092,"frozenset({'Tap water', 'Cow, ox or bull fresh meat, PARTCON= Including visible fat, PROCESS= Raw, no heat treatment'})"
0.025333333333333333,"frozenset({'Cow, ox or bull fresh meat, PARTCON= Including visible fat, PROCESS= Raw, no heat treatment', 'Tea infusion (black, white), QUAL= Without added sugar'})"
0.042,"frozenset({'Vinegar, wine', 'Cow, ox or bull fresh meat, PARTCON= Including visible fat, PROCESS= Raw, no heat treatment'})"
0.06483333333333334,"frozenset({'Cow, ox or bull fresh meat, PARTCON= Including visible fat, PROCESS= Raw, no heat treatment', 'Wheat bread and rolls, semi-brown'})"
0.111,"frozenset({'Cow, ox or bull fresh meat, PARTCON= Including visible fat, PROCESS= Raw, no heat treatment', 'Wheat bread and rolls, white (refined flour)'})"
0.10566666666666667,"frozenset({'Wheat flour white', 'Cow, ox or bull fresh meat, PARTCON= Including visible fat, PROCESS= Raw, no heat treatment'})"
0.11233333333333333,"frozenset({'Wine, red', 'Cow, ox or bull fresh meat, PARTCON= Including visible fat, PROCESS= Raw, no heat treatment'})"
0.050333333333333334,"frozenset({'Wine, white', 'Cow, ox or bull fresh meat, PARTCON= Including visible fat, PROCESS= Raw, no heat treatment'})"
0.0305,"frozenset({'Cow, ox or bull fresh meat, PARTCON= Including visible fat, PROCESS= Raw, no heat treatment', 'Yeast cultures, STATE= Tablets, RACSOURCE= Barley grains'})"
0.021333333333333333,"frozenset({'Dried durum pasta', 'Crackers and breadsticks, INGRED= Wheat flour white'})"
0.0225,"frozenset({'Garlic, PROCESS= Raw, no heat treatment', 'Crackers and breadsticks, INGRED= Wheat flour white'})"
0.029666666666666668,"frozenset({'Crackers and breadsticks, INGRED= Wheat flour white', 'Natural mineral water'})"
0.041833333333333333,"frozenset({'Crackers and breadsticks, INGRED= Wheat flour white', 'Olive oil, virgin or extra-virgin'})"
0.022166666666666668,"frozenset({'Onion bulbs for fresh consumption, PROCESS= Raw, no heat treatment', 'Crackers and breadsticks, INGRED= Wheat flour white'})"
0.030166666666666668,"frozenset({'Crackers and breadsticks, INGRED= Wheat flour white', 'Sucrose (common sugar)'})"
0.023666666666666666,"frozenset({'Cream, plain, FAT= 35 % fat', 'Olive oil, virgin or extra-virgin'})"
0.020833333333333332,"frozenset({'Cream, plain, FAT= 35 % fat', 'Sucrose (common sugar)'})"
0.020833333333333332,"frozenset({'Croissant, PLACE= Food industry prepared', 'Custard, PLACE= Home prepared (family, social networks, proxies)'})"
0.0695,"frozenset({'Dried durum pasta', 'Croissant, PLACE= Food industry prepared'})"
0.066,"frozenset({'Garlic, PROCESS= Raw, no heat treatment', 'Croissant, PLACE= Food industry prepared'})"
0.03983333333333333,"frozenset({'Croissant, PLACE= Food industry prepared', 'Globe tomato, PROCESS= Raw, no heat treatment'})"
0.024333333333333332,"frozenset({'Ham, pork', 'Croissant, PLACE= Food industry prepared'})"
0.051833333333333335,"frozenset({'Croissant, PLACE= Food industry prepared', 'Hen eggs, PROCESS= Raw, no heat treatment, PROCESS= Unprocessed'})"
0.028666666666666667,"frozenset({'Croissant, PLACE= Food industry prepared', 'Jam of fruit / vegetables, GEN= Unspecified, RACSOURCE= Fruit used as fruit'})"
0.0225,"frozenset({'Juice, lemon', 'Croissant, PLACE= Food industry prepared'})"
0.0435,"frozenset({'Croissant, PLACE= Food industry prepared', 'Lettuces, PROCESS= Raw, no heat treatment'})"
0.03816666666666667,"frozenset({'Croissant, PLACE= Food industry prepared', 'Main-crop potatoes, PROCESS= Unprocessed'})"
0.041666666666666664,"frozenset({'Croissant, PLACE= Food industry prepared', 'Mozzarella, RACSOURCE= Cow milk'})"
0.08766666666666667,"frozenset({'Croissant, PLACE= Food industry prepared', 'Natural mineral water'})"
0.122,"frozenset({'Croissant, PLACE= Food industry prepared', 'Olive oil, virgin or extra-virgin'})"
0.07383333333333333,"frozenset({'Onion bulbs for fresh consumption, PROCESS= Raw, no heat treatment', 'Croissant, PLACE= Food industry prepared'})"
0.05333333333333334,"frozenset({'Croissant, PLACE= Food industry prepared', 'Parsley'})"
0.03966666666666667,"frozenset({'Croissant, PLACE= Food industry prepared', 'Plum tomato, PROCESS= Raw, no heat treatment'})"
0.051333333333333335,"frozenset({'Preserved tomato, whole or pieces, PACKFORMAT= Drawn can, PARTCON= W/o peel', 'Croissant, PLACE= Food industry prepared'})"
0.024,"frozenset({'Seed oils, GEN= Unspecified', 'Croissant, PLACE= Food industry prepared'})"
0.0955,"frozenset({'Croissant, PLACE= Food industry prepared', 'Sucrose (common sugar)'})"
0.0455,"frozenset({'Tap water', 'Croissant, PLACE= Food industry prepared'})"
0.0245,"frozenset({'Vinegar, wine', 'Croissant, PLACE= Food industry prepared'})"
0.039,"frozenset({'Croissant, PLACE= Food industry prepared', 'Wheat bread and rolls, semi-brown'})"
0.055,"frozenset({'Croissant, PLACE= Food industry prepared', 'Wheat bread and rolls, white (refined flour)'})"
0.04783333333333333,"frozenset({'Wheat flour white', 'Croissant, PLACE= Food industry prepared'})"
0.0335,"frozenset({'Wine, red', 'Croissant, PLACE= Food industry prepared'})"
0.030666666666666665,"frozenset({'Wine, white', 'Croissant, PLACE= Food industry prepared'})"
0.021333333333333333,"frozenset({'Croissant, PLACE= Food industry prepared', 'Yeast cultures, STATE= Tablets, RACSOURCE= Barley grains'})"
0.04066666666666666,"frozenset({'Dried durum pasta', 'Cucumbers, PROCESS= Raw, no heat treatment'})"
0.064,"frozenset({'Florence fennels, PROCESS= Raw, no heat treatment', 'Cucumbers, PROCESS= Raw, no heat treatment'})"
0.03766666666666667,"frozenset({'Garlic, PROCESS= Raw, no heat treatment', 'Cucumbers, PROCESS= Raw, no heat treatment'})"
0.08266666666666667,"frozenset({'Globe tomato, PROCESS= Raw, no heat treatment', 'Cucumbers, PROCESS= Raw, no heat treatment'})"
0.0395,"frozenset({'Cucumbers, PROCESS= Raw, no heat treatment', 'Hen eggs, PROCESS= Raw, no heat treatment, PROCESS= Unprocessed'})"
0.0275,"frozenset({'Juice, lemon', 'Cucumbers, PROCESS= Raw, no heat treatment'})"
0.07016666666666667,"frozenset({'Cucumbers, PROCESS= Raw, no heat treatment', 'Lettuces, PROCESS= Raw, no heat treatment'})"
0.023,"frozenset({'Cucumbers, PROCESS= Raw, no heat treatment', 'Main-crop potatoes, PROCESS= Unprocessed'})"
0.023833333333333335,"frozenset({'Mozzarella, RACSOURCE= Cow milk', 'Cucumbers, PROCESS= Raw, no heat treatment'})"
0.05733333333333333,"frozenset({'Natural mineral water', 'Cucumbers, PROCESS= Raw, no heat treatment'})"
0.08716666666666667,"frozenset({'Cucumbers, PROCESS= Raw, no heat treatment', 'Olive oil, virgin or extra-virgin'})"
0.04416666666666667,"frozenset({'Onion bulbs for fresh consumption, PROCESS= Raw, no heat treatment', 'Cucumbers, PROCESS= Raw, no heat treatment'})"
0.03,"frozenset({'Parsley', 'Cucumbers, PROCESS= Raw, no heat treatment'})"
0.028,"frozenset({'Preserved tomato, whole or pieces, PACKFORMAT= Drawn can, PARTCON= W/o peel', 'Cucumbers, PROCESS= Raw, no heat treatment'})"
0.064,"frozenset({'Radicchio, PROCESS= Raw, no heat treatment', 'Cucumbers, PROCESS= Raw, no heat treatment'})"
0.023666666666666666,"frozenset({'Cucumbers, PROCESS= Raw, no heat treatment', 'Rice grain, polished, PROCESS= Raw, no heat treatment, PROCESS= Unprocessed'})"
0.06383333333333334,"frozenset({'Cucumbers, PROCESS= Raw, no heat treatment', 'Sucrose (common sugar)'})"
0.02,"frozenset({'Sweet peppers, PROCESS= Raw, no heat treatment', 'Cucumbers, PROCESS= Raw, no heat treatment'})"
